w,na ,neff,re(neff),imag(neff),loss,SA(1/RIU),rg(um)
0.82,1.38,1.4421810375031672-8.561403673955748E-6i,1.442181038,8.56E-06,5.82E+00,23.02770176,0.4
0.84,1.38,1.4413769788532982-1.135146337774163E-5i,1.441376979,1.14E-05,7.53E+00,34.89486856,0.4
0.86,1.38,1.440575853934826-1.5819605015869857E-5i,1.440575854,1.58E-05,1.02E+01,44.20688306,0.4
0.88,1.38,1.4397752874456018-2.3138813723827087E-5i,1.439775287,2.31E-05,1.47E+01,52.51828731,0.4
0.9,1.38,1.4389728529750387-3.563263725715696E-5i,1.438972853,3.56E-05,2.21E+01,60.42665178,0.4
0.92,1.38,1.4381670056423295-5.7456582241297934E-5i,1.438167006,5.75E-05,3.48E+01,67.69389893,0.4
0.94,1.38,1.437358481262454-9.263871116219163E-5i,1.437358481,9.26E-05,5.49E+01,73.01018226,0.4
0.96,1.38,1.4365417824063382-1.44137714885287E-4i,1.436541782,1.44E-04,8.37E+01,76.10347856,0.4
0.98,1.38,1.4357036576273707-2.3837856719117594E-4i,1.435703658,2.38E-04,1.36E+02,79.63427531,0.4
1,1.38,1.4348451794844643-4.518604586397551E-4i,1.434845179,4.52E-04,2.52E+02,84.4939245,0.4
1.02,1.38,1.4349522872307174-9.230728634713687E-4i,1.434952287,9.23E-04,5.04E+02,88.7766258,0.4
1.04,1.38,1.434149581072945-4.6125422593695786E-4i,1.434149581,4.61E-04,2.47E+02,65.99324053,0.4
1.06,1.38,1.4333391447125916-2.936504876837159E-4i,1.433339145,2.94E-04,1.54E+02,17.35033506,0.4
1.08,1.38,1.4325305672379582-2.0870506705251594E-4i,1.432530567,2.09E-04,1.08E+02,-83.3713463,0.4
1.1,1.38,1.4317292191214195-1.5999446580140006E-4i,1.431729219,1.60E-04,8.10E+01,-282.7345334,0.4
1.12,1.38,1.4309342034958168-1.2979638576500664E-4i,1.430934203,1.30E-04,6.46E+01,-630.2011872,0.4
1.14,1.38,1.4301437310721425-1.0999132800669316E-4i,1.430143731,1.10E-04,5.38E+01,-578.1016034,0.4
1.16,1.38,1.429356241614041-9.645437536446012E-5i,1.429356242,9.65E-05,4.63E+01,-452.7780837,0.4
1.18,1.38,1.4285705477761463-8.692541948439129E-5i,1.428570548,8.69E-05,4.10E+01,-368.1504578,0.4
1.2,1.38,1.4277857761775579-8.008870027205583E-5i,1.427785776,8.01E-05,3.72E+01,-308.5607253,0.4
1.22,1.38,1.4270012868953836-7.513875518433511E-5i,1.427001287,7.51E-05,3.43E+01,-264.9016146,0.4
1.24,1.38,1.4262166083283503-7.156126082832438E-5i,1.426216608,7.16E-05,3.22E+01,-231.8869365,0.4
1.26,1.38,1.4254313901663327-6.901588028177888E-5i,1.42543139,6.90E-05,3.05E+01,-206.2722699,0.4
1.28,1.38,1.4246453704785036-6.727050071487364E-5i,1.42464537,6.73E-05,2.93E+01,-185.9724228,0.4
1.3,1.38,1.4238583527492108-6.61627179638452E-5i,1.423858353,6.62E-05,2.84E+01,-169.5973579,0.4
1.32,1.38,1.4230701897171996-6.557642510537002E-5i,1.42307019,6.56E-05,2.77E+01,-156.1917964,0.4
1.34,1.38,1.4222807718511608-6.542710826631644E-5i,1.422280772,6.54E-05,2.72E+01,-145.0817053,0.4
1.36,1.38,1.421490019009987-6.565233922633706E-5i,1.421490019,6.57E-05,2.69E+01,-135.7802679,0.4
1.38,1.38,1.4206978743202248-6.620546693322969E-5i,1.420697874,6.62E-05,2.67E+01,-127.9284452,0.4
1.4,1.38,1.419904299622231-6.705133324518804E-5i,1.4199043,6.71E-05,2.67E+01,-121.2563658,0.4
0.6,1.39,1.4519333278837845-1.008088017694248E-6i,1.451933328,1.01E-06,9.36E-01,7.58695721,0.4
0.62,1.39,1.4509119289883228-1.646451323519409E-6i,1.450911929,1.65E-06,1.48E+00,10.23976589,0.4
0.64,1.39,1.4499322678073405-1.5520119557345904E-6i,1.449932268,1.55E-06,1.35E+00,-27.363875,0.4
0.66,1.39,1.4489866136308194-1.7295671490714024E-6i,1.448986614,1.73E-06,1.46E+00,6.893519409,0.4
0.68,1.39,1.448069865072099-2.5561584133917934E-6i,1.448069865,2.56E-06,2.09E+00,23.06378076,0.4
0.7,1.39,1.4471766231485093-5.0063668598211995E-6i,1.447176623,5.01E-06,3.99E+00,40.30391476,0.4
0.72,1.39,1.4463031510258322-1.489767592196577E-5i,1.446303151,1.49E-05,1.15E+01,61.05389953,0.4
0.74,1.39,1.4454715183305873-3.084565494328759E-5i,1.445471518,3.08E-05,2.32E+01,46.44975606,0.4
0.76,1.39,1.4446454369304094-1.3685975103057332E-5i,1.444645437,1.37E-05,1.00E+01,-239.5334215,0.4
0.78,1.39,1.4438181314142817-7.880789139987977E-6i,1.443818131,7.88E-06,5.63E+00,-202.3379042,0.4
0.8,1.39,1.4430018894077963-6.5355164011331816E-6i,1.443001889,6.54E-06,4.55E+00,-72.49589805,0.4
0.82,1.39,1.4421945230512745-6.589909169233279E-6i,1.442194523,6.59E-06,4.48E+00,-20.16581598,0.4
0.84,1.39,1.4413938185349757-7.390385152352174E-6i,1.441393819,7.39E-06,4.90E+00,5.279961016,0.4
0.86,1.39,1.4405979046487378-8.826250726641426E-6i,1.440597905,8.83E-06,5.72E+00,20.17170486,0.4
0.88,1.39,1.4398050998456269-1.0986705053110873E-5i,1.4398051,1.10E-05,6.96E+00,30.31701249,0.4
0.9,1.39,1.439013801618192-1.4101027622279915E-5i,1.439013802,1.41E-05,8.73E+00,38.13132674,0.4
0.92,1.39,1.4382223960053704-1.8561981528069966E-5i,1.438222396,1.86E-05,1.12E+01,44.73499703,0.4
0.94,1.39,1.43742916553493-2.5003019296287774E-5i,1.437429166,2.50E-05,1.48E+01,50.68338801,0.4
0.96,1.39,1.4366321837802196-3.444389993393743E-5i,1.436632184,3.44E-05,2.00E+01,56.25515771,0.4
0.98,1.39,1.4358291922843294-4.854752271591734E-5i,1.435829192,4.85E-05,2.76E+01,61.57607101,0.4
1,1.39,1.4350174679277492-7.006582388256744E-5i,1.435017468,7.01E-05,3.90E+01,66.67528067,0.4
1.02,1.39,1.4341937076718956-1.0359992157850799E-4i,1.434193708,1.04E-04,5.66E+01,71.51389848,0.4
1.04,1.39,1.4333539419514914-1.5685761513692763E-4i,1.433353942,1.57E-04,8.40E+01,76.00756471,0.4
1.06,1.39,1.4324931875664155-2.4270114417181227E-4i,1.432493188,2.43E-04,1.28E+02,80.05938845,0.4
1.08,1.39,1.4316028694776664-3.8270529124317937E-4i,1.431602869,3.83E-04,1.97E+02,83.60723015,0.4
1.1,1.39,1.430656033007089-6.123540720914005E-4i,1.430656033,6.12E-04,3.10E+02,86.61769527,0.4
1.12,1.39,1.4295540837326048-9.477747497914565E-4i,1.429554084,9.48E-04,4.72E+02,88.62557974,0.4
1.14,1.39,1.4307390992798776-7.458529587687045E-4i,1.430739099,7.46E-04,3.65E+02,80.86598123,0.4
1.16,1.39,1.4298471955616134-5.331786477626901E-4i,1.429847196,5.33E-04,2.56E+02,64.39238169,0.4
1.18,1.39,1.4289979702430742-4.0694174922005597E-4i,1.42899797,4.07E-04,1.92E+02,37.77016115,0.4
1.2,1.39,1.4281690127293123-3.272109747351913E-4i,1.428169013,0.000327211,1.52E+02,-3.128166193,0.4
1.22,1.39,1.4273524375591717-2.7418253084948415E-4i,1.427352438,2.74E-04,1.25E+02,-62.82190754,0.4
1.24,1.39,1.4265441559176013-2.3750247630017067E-4i,1.426544156,2.38E-04,1.07E+02,-144.3532378,0.4
1.26,1.39,1.4257416040578157-2.1137650313324404E-4i,1.425741604,2.11E-04,9.35E+01,-245.4634252,0.4
1.28,1.39,1.424943043991617-1.923750807293722E-4i,1.424943044,1.92E-04,8.37E+01,-355.669425,0.4
1.3,1.39,1.4241472556725376-1.7837293953056732E-4i,1.424147256,1.78E-04,7.65E+01,-460.800511,0.4
1.32,1.39,1.423353366801255-1.6800142147093634E-4i,1.423353367,0.000168001,70.91604184,-431.0434409,0.4
1.34,1.39,1.4225607473794515-1.6034987269291314E-4i,1.422560747,0.00016035,66.67596095,-424.1290894,0.4
1.36,1.39,1.4217689406829068-1.5479526134078758E-4i,1.421768941,0.000154795,63.41970475,-429.9900786,0.4
1.38,1.39,1.4209776166728796-1.5090109144982614E-4i,1.420977617,0.000150901,60.92825739,-446.8164159,0.4
1.4,1.39,1.4201865398965932-1.483553431487104E-4i,1.42018654,0.000148355,59.04465906,-471.111366,0.4
0.6,1.4,1.4519335101695332-9.316048111562925E-7i,1.45193351,9.32E-07,0.865139089,,0.4
0.62,1.4,1.4509119085174-1.4778585624234154E-6i,1.450911909,1.48E-06,1.328148527,,0.4
0.64,1.4,1.4499328555949171-1.9767025673021826E-6i,1.449932856,1.98E-06,1.720944302,,0.4
0.66,1.4,1.4489876311655512-1.6103391019526407E-6i,1.448987631,1.61E-06,1.359498915,,0.4
0.68,1.4,1.4480713895111506-1.966611641013861E-6i,1.44807139,1.97E-06,1.611443768,,0.4
0.7,1.4,1.4471793215618032-2.9886050279820413E-6i,1.447179322,2.99E-06,2.378898679,,0.4
0.72,1.4,1.4463064557548704-5.8020638324699965E-6i,1.446306456,5.80E-06,4.490094366,,0.4
0.74,1.4,1.4454483481462048-1.6517923466081762E-5i,1.445448348,1.65E-05,12.43738827,,0.4
0.76,1.4,1.4446295258944488-4.646845953878545E-5i,1.444629526,4.65E-05,34.06827512,,0.4
0.78,1.4,1.4438344466121984-2.3826612721022823E-5i,1.443834447,2.38E-05,17.02053338,,0.4
0.8,1.4,1.4430167203425435-1.1273497708319438E-5i,1.44301672,1.13E-05,7.851889088,,0.4
0.82,1.4,1.4422083350554145-7.918818125398827E-6i,1.442208335,7.92E-06,5.380863542,,0.4
0.84,1.4,1.4414082177163632-7.000175697341626E-6i,1.441408218,7.00E-06,4.64338952,,0.4
0.86,1.4,1.4406141472865068-7.045845479525278E-6i,1.440614147,7.05E-06,4.564993103,,0.4
0.88,1.4,1.439824405471593-7.655864310223671E-6i,1.439824405,7.66E-06,4.847491072,,0.4
0.9,1.4,1.4390375825264456-8.724118706017778E-6i,1.439037583,8.72E-06,5.401128617,,0.4
0.92,1.4,1.438252449106059-1.0258279642890687E-5i,1.438252449,1.03E-05,6.212868606,,0.4
0.94,1.4,1.4374678843141686-1.2330642012223138E-5i,1.437467884,1.23E-05,7.309089808,,0.4
0.96,1.4,1.4366828274938885-1.5067429705097829E-5i,1.436682827,1.51E-05,8.745273646,,0.4
0.98,1.4,1.4358962391761363-1.8653865656356326E-5i,1.435896239,1.87E-05,10.60591718,,0.4
1,1.4,1.435107064413803-2.334923915853931E-5i,1.435107064,2.33E-05,13.01002694,,0.4
1.02,1.4,1.4343141947090858-2.9511578836735104E-5i,1.434314195,2.95E-05,16.1212137,,0.4
1.04,1.4,1.43351642583101-3.7633961816146995E-5i,1.433516426,3.76E-05,20.16285668,,0.4
1.06,1.4,1.4327124091037777-4.839609239382597E-5i,1.432712409,4.84E-05,25.4395775,,0.4
1.08,1.4,1.431900593508493-6.273599758206779E-5i,1.431900594,6.27E-05,32.36670691,,0.4
1.1,1.4,1.4310791548901798-8.194708795012217E-5i,1.431079155,8.19E-05,41.50938534,,0.4
1.12,1.4,1.43024590546338-1.0780388317141757E-4i,1.430245905,0.000107804,53.63173473,,0.4
1.14,1.4,1.4293981684600496-1.4271164509110324E-4i,1.429398168,0.000142712,69.75253947,,0.4
1.16,1.4,1.4285325825120578-1.898522178145372E-4i,1.428532583,0.000189852,91.19334542,,0.4
1.18,1.4,1.4276447591398131-2.5323919473661067E-4i,1.427644759,0.000253239,119.5788518,,0.4
1.2,1.4,1.426728662953422-3.3744667782781957E-4i,1.426728663,0.000337447,156.685704,,0.4
1.22,1.4,1.425775648650722-4.464292268641492E-4i,1.425775649,0.000446429,203.8910916,,0.4
1.24,1.4,1.424773851841927-5.803449908107036E-4i,1.424773852,0.000580345,260.7774399,,0.4
1.26,1.4,1.423711006005693-7.302285077729367E-4i,1.423711006,0.000730229,322.9190759,,0.4
1.28,1.4,1.4225839300381986-8.765944242260403E-4i,1.42258393,0.000876594,381.5875501,,0.4
1.3,1.4,1.421405579554568-0.0010003163564532768i,1.42140558,0.001000316,428.7454066,,0.4
1.32,1.4,1.4238740520784796-8.921605292894504E-4i,1.423874052,0.000892161,376.5949887,,0.4
1.34,1.4,1.422943092396318-8.404403276529137E-4i,1.422943092,0.00084044,349.468107,,0.4
1.36,1.4,1.4220283855316098-8.203995273021389E-4i,1.422028386,0.0008204,336.1181431,,0.4
1.38,1.4,1.4211195880921423-8.25151939781523E-4i,1.421119588,0.000825152,333.1657133,,0.4
1.4,1.4,1.4202090569232597-8.472742267357932E-4i,1.420209057,0.000847274,337.2107589,,0.4
0.6,1.31,1.4519315629146228-1.3979645428104328E-6i,1.451931563,1.40E-06,1.271582402,8.795062585,0.5
0.62,1.31,1.4509091696518164-1.8775346805242834E-6i,1.45090917,1.88E-06,1.652707056,8.238806848,0.5
0.64,1.31,1.4499273846591938-2.799615411429081E-6i,1.449927385,2.80E-06,2.387360503,16.1007258,0.5
0.66,1.31,1.4489790824371553-4.855948264762981E-6i,1.448979082,4.86E-06,4.015408358,26.42833355,0.5
0.68,1.31,1.448057399735289-1.0183502807190437E-5i,1.4480574,1.02E-05,8.173120045,38.32520672,0.5
0.7,1.31,1.4471567026306844-2.772538301476786E-5i,1.447156703,2.77E-05,21.61618843,52.22003401,0.5
0.72,1.31,1.4463078886594212-7.916144763168753E-5i,1.446307889,7.92E-05,60.00408729,54.96313801,0.5
0.74,1.31,1.4455200078243857-5.31296184094565E-5i,1.445520008,5.31E-05,39.18362216,-85.06806632,0.5
0.76,1.31,1.4446831384453673-2.3648534775357533E-5i,1.444683138,2.36E-05,16.98205521,-181.5395861,0.5
0.78,1.31,1.4438551909685138-1.3682147319458975E-5i,1.443855191,1.37E-05,9.573246963,-121.7462639,0.5
0.8,1.31,1.4430403469638533-9.590061940173107E-6i,1.443040347,9.59E-06,6.542308635,-83.97498675,0.5
0.82,1.31,1.4422360183735063-7.608225442715327E-6i,1.442236018,7.61E-06,5.063713474,-61.9148264,0.5
0.84,1.31,1.4414399699055218-6.561754011019062E-6i,1.44143997,6.56E-06,4.263244715,-47.73331711,0.5
0.86,1.31,1.4406504599869376-6.002243580998225E-6i,1.44065046,6.00E-06,3.809033284,-37.8554796,0.5
0.88,1.31,1.439866087544929-5.730622085438861E-6i,1.439866088,5.73E-06,3.554010447,-30.56858001,0.5
0.9,1.31,1.4390856921389548-5.6484080516186895E-6i,1.439085692,5.65E-06,3.425178088,-24.96830384,0.5
0.92,1.31,1.4383082944622303-5.703054011873462E-6i,1.438308294,5.70E-06,3.383134472,-20.53319741,0.5
0.94,1.31,1.437533058410684-5.865123577678186E-6i,1.437533058,5.87E-06,3.405249333,-16.93984291,0.5
0.96,1.31,1.4367592648766738-6.11775651018312E-6i,1.436759265,6.12E-06,3.477927766,-13.97554448,0.5
0.98,1.31,1.4359862923949633-6.451399900980617E-6i,1.435986292,6.45E-06,3.592754074,-11.49377213,0.5
1,1.31,1.435213602123461-6.860994891117027E-6i,1.435213602,6.86E-06,3.744438474,-9.389814948,0.5
1.02,1.31,1.4344407257696579-7.3443905345485285E-6i,1.434440726,7.34E-06,3.929661966,-7.586651768,0.5
1.04,1.31,1.4336672556410364-7.901407384311248E-6i,1.433667256,7.90E-06,4.146395435,-6.026308831,0.5
1.06,1.31,1.4328928362999618-8.533262250306121E-6i,1.432892836,8.53E-06,4.39348179,-4.664328943,0.5
1.08,1.31,1.4321171574746219-9.242202211240373E-6i,1.432117157,9.24E-06,4.670370278,-3.466092982,0.5
1.1,1.31,1.4313399479801803-1.0031264211543634E-5i,1.431339948,1.00E-05,4.976942087,-2.404293036,0.5
1.12,1.31,1.4305609704693507-1.090411230951214E-5i,1.43056097,1.09E-05,5.313392475,-1.457149161,0.5
1.14,1.31,1.4297800168749368-1.1864924140994285E-5i,1.429780017,1.19E-05,5.680148862,-0.607122274,0.5
1.16,1.31,1.4289969044370254-1.291830919051826E-5i,1.428996904,1.29E-05,6.077812369,0.160032512,0.5
1.18,1.31,1.4282114722293069-1.4069247906507905E-5i,1.428211472,1.41E-05,6.507114937,0.855973349,0.5
1.2,1.31,1.4274235781151974-1.5323044569095175E-5i,1.427423578,1.53E-05,6.968886988,1.490307589,0.5
1.22,1.31,1.4266330960768387-1.6685289209284922E-5i,1.426633096,1.67E-05,7.464032317,2.071002615,0.5
1.24,1.31,1.425839913869704-1.816182538669907E-5i,1.425839914,1.82E-05,7.993507997,2.604704051,0.5
1.26,1.31,1.4250439309631764-1.9758721610692868E-5i,1.425043931,1.98E-05,8.558307768,3.096984535,0.5
1.28,1.31,1.4242450567336302-2.1482244830246106E-5i,1.424245057,2.15E-05,9.15944787,3.552539847,0.5
1.3,1.31,1.4234432088815134-2.3338834855427756E-5i,1.423443209,2.33E-05,9.797954576,3.975344718,0.5
1.32,1.31,1.4226383120480184-2.5335078872027054E-5i,1.422638312,2.53E-05,10.47485289,4.368777517,0.5
1.34,1.31,1.421830296610301-2.74776854256942E-5i,1.421830297,2.75E-05,11.19115606,4.735720686,0.5
1.36,1.31,1.421019097636967-2.9773457407368374E-5i,1.421019098,2.98E-05,11.94785557,5.078642166,0.5
1.38,1.31,1.420204653987922-3.222926369391942E-5i,1.420204654,3.22E-05,12.74591155,5.399661826,0.5
1.4,1.31,1.4193869075445675-3.485200919188118E-5i,1.419386908,3.49E-05,13.58624329,5.700605957,0.5
0.6,1.32,1.4519317730450259-1.2750126863528895E-6i,1.451931773,1.28E-06,1.159745934,7.91298843,0.5
0.62,1.32,1.450909598867906-1.722848224687886E-6i,1.450909599,1.72E-06,1.516543714,8.750904015,0.5
0.64,1.32,1.4499283682418167-2.348857010480104E-6i,1.449928368,2.35E-06,2.002978135,5.131751805,0.5
0.66,1.32,1.4489810493631432-3.572602060530063E-6i,1.448981049,3.57E-06,2.954202844,17.98086339,0.5
0.68,1.32,1.448061369533724-6.280654305432479E-6i,1.44806137,6.28E-06,5.040754892,30.15866281,0.5
0.7,1.32,1.4471630069079409-1.3247178573788872E-5i,1.447163007,1.32E-05,10.32820748,42.96800005,0.5
0.72,1.32,1.446281246377089-3.565183192030095E-5i,1.446281246,3.57E-05,27.02395798,56.83178293,0.5
0.74,1.32,1.4454560281290199-9.832595743439044E-5i,1.445456028,9.83E-05,72.51637185,60.3940488,0.5
0.76,1.32,1.4446966289258125-6.657998693463158E-5i,1.444696629,6.66E-05,47.81120796,-65.70361338,0.5
0.78,1.32,1.4438727669985845-3.0339650501814668E-5i,1.443872767,3.03E-05,21.22831747,-221.7030239,0.5
0.8,1.32,1.4430542084286964-1.76433151833287E-5i,1.443054208,1.76E-05,12.03621144,-153.345263,0.5
0.82,1.32,1.4422472833859563-1.2318845017868087E-5i,1.442247283,1.23E-05,8.198902881,-105.1234008,0.5
0.84,1.32,1.4414496567370245-9.693896861163813E-6i,1.441449657,9.69E-06,6.298232834,-77.19042165,0.5
0.86,1.32,1.4406591951054346-8.274421675378951E-6i,1.440659195,8.27E-06,5.250961102,-59.53578579,0.5
0.88,1.32,1.4398742617009452-7.482391882915589E-6i,1.439874262,7.48E-06,4.640420974,-47.41758991,0.5
0.9,1.32,1.4390935645013727-7.058719736135032E-6i,1.439093565,7.06E-06,4.28038696,-38.57501418,0.5
0.92,1.32,1.4383160490473768-6.874073350693588E-6i,1.438316049,6.87E-06,4.077800152,-31.8304973,0.5
0.94,1.32,1.4375408348422996-6.858666298244201E-6i,1.437540835,6.86E-06,3.982093221,-26.51597982,0.5
0.96,1.32,1.4367671758533402-6.97274629262686E-6i,1.436767176,6.97E-06,3.963987109,-22.22393893,0.5
0.98,1.32,1.4359944340785329-7.192909104500667E-6i,1.435994434,7.19E-06,4.005697041,-18.69047733,0.5
1,1.32,1.4352220605999024-7.505229615012458E-6i,1.435222061,7.51E-06,4.096034318,-15.73619497,0.5
1.02,1.32,1.4344495812388434-7.901583868869906E-6i,1.434449581,7.90E-06,4.227791735,-13.2342507,0.5
1.04,1.32,1.4336765852420195-8.377570595279294E-6i,1.433676585,8.38E-06,4.396270029,-11.09208108,0.5
1.06,1.32,1.4329027160875725-8.931281671236694E-6i,1.432902716,8.93E-06,4.598408232,-9.240387871,0.5
1.08,1.32,1.4321276638515508-9.562545533443408E-6i,1.432127664,9.56E-06,4.832249654,-7.626199613,0.5
1.1,1.32,1.4313511587698011-1.0272445198371479E-5i,1.431351159,1.03E-05,5.096602359,-6.208325596,0.5
1.12,1.32,1.4305729657453823-1.1063001490523653E-5i,1.430572966,1.11E-05,5.390816529,-4.954274701,0.5
1.14,1.32,1.429792879622587-1.1936958738258451E-5i,1.42979288,1.19E-05,5.714634311,-3.838105632,0.5
1.16,1.32,1.4290107210946772-1.2897635695762828E-5i,1.429010721,1.29E-05,6.068085893,-2.838889414,0.5
1.18,1.32,1.4282263331436171-1.3948818894029297E-5i,1.428226333,1.39E-05,6.451415768,-1.93958637,0.5
1.2,1.32,1.427439577931983-1.5094684073048505E-5i,1.427439578,1.51E-05,6.865029136,-1.126211019,0.5
1.22,1.32,1.4266503340831636-1.63397364335014E-5i,1.426650334,1.63E-05,7.309452013,-0.387201427,0.5
1.24,1.32,1.4258584942978667-1.7688763585200052E-5i,1.425858494,1.77E-05,7.785300771,0.287063369,0.5
1.26,1.32,1.425063963264065-1.9146797058036207E-5i,1.425063963,1.91E-05,8.2932583,0.904636955,0.5
1.28,1.32,1.424266655824601-2.0719079522615844E-5i,1.424266656,2.07E-05,8.834054835,1.47229771,0.5
1.3,1.32,1.4234664953723428-2.2411035716658224E-5i,1.423466495,2.24E-05,9.408452106,1.995779397,0.5
1.32,1.32,1.4226634124472683-2.422824564223056E-5i,1.422663412,2.42E-05,10.01722987,2.479954643,0.5
1.34,1.32,1.4218573435135757-2.6176418993049957E-5i,1.421857344,2.62E-05,10.66117417,2.928982041,0.5
1.36,1.32,1.421048229897884-2.826137004510902E-5i,1.42104823,2.83E-05,11.34106674,3.346424897,0.5
1.38,1.32,1.4202360168721289-3.0488992445392872E-5i,1.420236017,3.05E-05,12.05767543,3.735347713,0.5
1.4,1.32,1.4194206528667739-3.2865233479873216E-5i,1.419420653,3.29E-05,12.8117451,4.098395055,0.5
0.6,1.33,1.451931971980997-1.174121080005587E-6i,1.451931972,1.17E-06,1.067975373,6.688543055,0.5
0.62,1.33,1.450909894387436-1.5720834302166735E-6i,1.450909894,1.57E-06,1.383832429,11.49982506,0.5
0.64,1.33,1.449929169885426-2.2283194984364444E-6i,1.44992917,2.23E-06,1.900190268,1.545197276,0.5
0.66,1.33,1.448982690735341-2.9302173646987965E-6i,1.448982691,2.93E-06,2.423011666,1.112260732,0.5
0.68,1.33,1.4480644953170922-4.386492951261859E-6i,1.448064495,4.39E-06,3.520530621,18.2347215,0.5
0.7,1.33,1.4471690179342276-7.555130878168401E-6i,1.447169018,7.56E-06,5.890383285,31.77075207,0.5
0.72,1.33,1.446290491850749-1.5390260192236053E-5i,1.446290492,1.54E-05,11.66576084,45.57368814,0.5
0.74,1.33,1.445424133205043-3.894293071390784E-5i,1.445424133,3.89E-05,28.72079884,59.29713944,0.5
0.76,1.33,1.4446017593563807-1.1032544413550093E-4i,1.444601759,0.000110325,79.22489918,67.40741751,0.5
0.78,1.33,1.4438837858159386-9.760357311811527E-5i,1.443883786,9.76E-05,68.29213924,-0.654571688,0.5
0.8,1.33,1.4430784660651566-4.469850325116744E-5i,1.443078466,4.47E-05,30.49317154,-259.1083647,0.5
0.82,1.33,1.4422669423755254-2.526883384078321E-5i,1.442266942,2.53E-05,16.81786842,-213.8773039,0.5
0.84,1.33,1.4414655668690473-1.717665672282026E-5i,1.441465567,1.72E-05,11.15986532,-144.5269195,0.5
0.86,1.33,1.4406727350622788-1.3200663639640799E-5i,1.440672735,1.32E-05,8.377162056,-104.1480184,0.5
0.88,1.33,1.4398863275373341-1.103036178126962E-5i,1.439886328,1.10E-05,6.840796762,-79.44717353,0.5
0.9,1.33,1.439104719811193-9.781621875368368E-6i,1.43910472,9.78E-06,5.932,-63.00492022,0.5
0.92,1.33,1.4383266648831992-9.06212508267195E-6i,1.44E+00,9.06E-06,5.376,-5.13E+01,0.5
0.94,1.33,1.4375511703314012-8.677308870064599E-6i,1.44E+00,8.68E-06,5.038,-4.25E+01,0.5
0.96,1.33,1.436777423069988-8.522365170643862E-6i,1.44E+00,8.52E-06,4.845,-3.57E+01,0.5
0.98,1.33,1.4360047437191474-8.537298150209308E-6i,1.44E+00,8.54E-06,4.754,-3.02E+01,0.5
1,1.33,1.4352325572731197-8.686267179968308E-6i,1.44E+00,8.69E-06,4.741,-2.58E+01,0.5
1.02,1.33,1.4344603729500558-8.94729928723094E-6i,1.43E+00,8.95E-06,4.787,-2.21E+01,0.5
1.04,1.33,1.4336877695084411-9.306817518513909E-6i,1.43E+00,9.31E-06,4.884,-1.90E+01,0.5
1.06,1.33,1.4329143840253884-9.756566739489468E-6i,1.43E+00,9.76E-06,5.023,-1.63E+01,0.5
1.08,1.33,1.432139903001117-1.0291804343874126E-5i,1.43E+00,1.03E-05,5.201,-1.40E+01,0.5
1.1,1.33,1.4313640551114555-1.0910192042979818E-5i,1.43E+00,1.09E-05,5.413,-1.20E+01,0.5
1.12,1.33,1.4305866051818277-1.1611092974538419E-5i,1.43E+00,1.16E-05,5.658,-1.02E+01,0.5
1.14,1.33,1.429807349100972-1.2395111823930692E-5i,1.43E+00,1.24E-05,5.934,-8.68E+00,0.5
1.16,1.33,1.429026109479818-1.3263785310141932E-5i,1.43E+00,1.33E-05,6.24,-7.31E+00,0.5
1.18,1.33,1.4282427319157622-1.4219368284114899E-5i,1.43E+00,1.42E-05,6.577,-6.09E+00,0.5
1.2,1.33,1.427457081758448-1.5264682068332605E-5i,1.43E+00,1.53E-05,6.942,-4.99E+00,0.5
1.22,1.33,1.426669041297602-1.640300412614581E-5i,1.43E+00,1.64E-05,7.338,-3.99E+00,0.5
1.24,1.33,1.4258785073106317-1.7637985624555392E-5i,1.43E+00,1.76E-05,7.763,-3.10E+00,0.5
1.26,1.33,1.4250853889201696-1.897358805623696E-5i,1.43E+00,1.90E-05,8.218,-2.28E+00,0.5
1.28,1.33,1.4242896057210168-2.041403298927854E-5i,1.42E+00,2.04E-05,8.704,-1.53E+00,0.5
1.3,1.33,1.4234910861430325-2.1963760883134537E-5i,1.42E+00,2.20E-05,9.221,-8.52E-01,0.5
1.32,1.33,1.4226897660219864-2.3627396139397546E-5i,1.42E+00,2.36E-05,9.769,-2.24E-01,0.5
1.34,1.33,1.4218855873547553-2.5409716381639492E-5i,1.42E+00,2.54E-05,10.349,0.354421986,0.5
1.36,1.33,1.421078497218697-2.7315624521617636E-5i,1.42E+00,2.73E-05,10.962,0.88907001,0.5
1.38,1.33,1.4202684468378712-2.9350122563399668E-5i,1.42E+00,2.94E-05,11.607,1.384433451,0.5
1.4,1.33,1.4194553907810643-3.151828637596005E-5i,1.42E+00,3.15E-05,12.287,1.844437111,0.5
0.6,1.34,1.4519321579627005-1.0955894860566239E-6i,1.451932158,1.10E-06,0.99654338,5.730730595,0.5
0.62,1.34,1.4509102005104504-1.3912965859128804E-6i,1.450910201,1.39E-06,1.224694121,8.722615763,0.5
0.64,1.34,1.4499294765574997-2.1938875662393722E-6i,1.449929477,2.19E-06,1.87082858,17.86728243,0.5
0.66,1.34,1.448984068633165-2.897625707598957E-6i,1.448984069,2.90E-06,2.396061459,-14.55327072,0.5
0.68,1.34,1.448066972251372-3.586628177890805E-6i,1.448066972,3.59E-06,2.878571667,-6.395244838,0.5
0.7,1.34,1.4471735517872277-5.1548089781582625E-6i,1.447173552,5.15E-06,4.018964215,17.44810924,0.5
